연번,사고번호,접수지사,접수일자,접수요일,처리지사,사고일자,신고자 소속,주소,사고가스
7357,N-2024-0009,본사,2024-01-01,월요일,서울서부지사,2024-01-01,사용자,서울특별시 서대문구 홍제동 460 인왕산현대아파트,LNG
7358,N-2024-0008,본사,2024-01-01,월요일,서울남부지사,2024-01-01,사용자,서울특별시 영등포구 양평동2가 19-4 양평동 오피스텔,LNG
7359,N-2024-0007,본사,2024-01-01,월요일,대전광역본부,2024-01-01,지역주민,세종특별자치시 다정동 969 가온마을 10단지,LNG
7360,N-2024-0006,본사,2024-01-01,월요일,서울서부지사,2024-01-01,사용자,서울특별시 은평구 역촌동 25-3,LNG
7361,N-2024-0005,본사,2024-01-01,월요일,경기중부지사,2024-01-01,사용자,경기도 김포시 구래동 6882-1,LNG
7362,N-2024-0004,본사,2024-01-01,월요일,인천본부,2024-01-01,사용자,인천광역시 연수구 연수동 480-13,LNG
7363,N-2024-0003,본사,2024-01-01,월요일,전북본부,2024-01-01,경찰서,전라북도 완주군 삼례읍 수계리 1224-2 완주삼봉엘에이치아파트,LNG
7364,N-2024-0002,본사,2024-01-01,월요일,전북본부,2024-01-01,사용자,전라북도 익산시 왕궁면 흥암리 1437 익산푸르지오더퍼스트,LNG
7365,N-2024-0001,본사,2024-01-01,월요일,대전광역본부,2024-01-01,사용자,충청남도 보령시 신흑동 548-18,프로판
7366,N-2024-0027,본사,2024-01-02,화요일,광주광역본부,2024-01-02,사용자,광주광역시 서구 금호동 1110 아델리움&로제비앙 아파트,LNG
7367,N-2024-0026,본사,2024-01-02,화요일,경기광역본부,2024-01-02,소방서,경기도 수원시 장안구 율전동 546 밤꽃마을뜨란채,가스없음
7368,N-2024-0025,본사,2024-01-02,화요일,서울서부지사,2024-01-02,사용자,서울특별시 용산구 후암동 448-151,가스없음
7369,N-2024-0024,본사,2024-01-02,화요일,서울동부지사,2024-01-02,사용자,서울특별시 노원구 월계동 534-186 조은주택,LNG
7370,N-2024-0023,본사,2024-01-02,화요일,충북북부지사,2024-01-02,사용자,충청북도 제천시 봉양읍 학산리 313-2,프로판
7371,N-2024-0022,본사,2024-01-02,화요일,강원광역본부,2024-01-02,경찰서,강원특별자치도 춘천시 효자동 616-23,LNG
7372,N-2024-0021,본사,2024-01-02,화요일,인천본부,2024-01-02,사용자,인천광역시 미추홀구 숭의동 309-5 효림파크뷰,LNG
7373,N-2024-0020,본사,2024-01-02,화요일,대전광역본부,2024-01-02,소방서,대전광역시 대덕구 읍내동 173-13,프로판
7374,N-2024-0019,광주광역본부,2024-01-02,화요일,광주광역본부,2024-01-02,사용자,광주광역시 서구 쌍촌동 산172-2,LNG
7375,N-2024-0018,본사,2024-01-02,화요일,서울서부지사,2024-01-02,사용자,서울특별시 은평구 녹번동 283 래미안베라힐즈,LNG
7376,N-2024-0017,본사,2024-01-02,화요일,강원광역본부,2024-01-02,경찰서,강원특별자치도 춘천시 후평동 67-13 세경아파트,LNG
7377,N-2024-0016,본사,2024-01-02,화요일,부산광역본부,2024-01-01,소방서,부산광역시 영도구 봉래동3가 62-1 봉래아파트,프로판
7378,N-2024-0015,본사,2024-01-02,화요일,경기동부지사,2024-01-01,경찰서,경기도 광주시 능평동 661-7,프로판
7379,N-2024-0014,본사,2024-01-02,화요일,광주광역본부,2024-01-02,경찰서,광주광역시 북구 두암동 838-17,LNG
7380,N-2024-0013,본사,2024-01-02,화요일,경기중부지사,2024-01-02,소방서,경기도 고양시 덕양구 용두동 370,기타
7381,N-2024-0047,본사,2024-01-03,수요일,서울서부지사,2024-01-03,경찰서,서울특별시 용산구 후암동 339-4 장우빌딩,가스없음
7382,N-2024-0046,본사,2024-01-03,수요일,대전광역본부,2024-01-03,사용자,대전광역시 서구 괴정동 418 한신아파트,LNG
7383,N-2024-0045,제주본부,2024-01-03,수요일,제주본부,2024-01-03,지역주민,제주특별자치도 서귀포시 표선면 토산리 719-5,프로판
7384,N-2024-0044,경남서부지사,2024-01-03,수요일,경남서부지사,2024-01-03,경찰서,경상남도 진주시 봉곡동 7-1 선샤인빌리지,LNG
7385,N-2024-0043,본사,2024-01-03,수요일,강원광역본부,2024-01-03,소방서,강원특별자치도 춘천시 석사동 822 퇴계(4)주공아파트,LNG
7386,N-2024-0042,본사,2024-01-03,수요일,부산광역본부,2024-01-03,지역주민,부산광역시 강서구 대저1동 2735,가스없음
7387,N-2024-0041,본사,2024-01-03,수요일,경기광역본부,2024-01-03,소방서,경기도 화성시 봉담읍 수영리 673 한울마을 신창비바패밀리아파트,가스없음
7388,N-2024-0040,본사,2024-01-03,수요일,경기광역본부,2024-01-03,사용자,경기도 안양시 만안구 박달동 85 우성아파트,LNG
7389,N-2024-0039,본사,2024-01-03,수요일,충북북부지사,2024-01-03,소방서,충청북도 제천시 백운면 평동리 산71-5,가스없음
7390,N-2024-0038,본사,2024-01-03,수요일,충북본부,2024-01-03,사용자,충청북도 진천군 이월면 사곡리 144-1 (주)동진,프로판
7391,N-2024-0037,본사,2024-01-03,수요일,경기동부지사,2024-01-03,사용자,경기도 하남시 하산곡동 442-5,가스없음
7392,N-2024-0036,본사,2024-01-03,수요일,서울남부지사,2024-01-03,사용자,서울특별시 구로구 천왕동 280 천왕연지타운1단지,LNG
7393,N-2024-0035,본사,2024-01-03,수요일,대구광역본부,2024-01-03,소방서,대구광역시 달서구 성당동 678-5,가스없음
7394,N-2024-0034,본사,2024-01-03,수요일,경기광역본부,2024-01-03,지역주민,경기도 평택시 장당동 411-6,산소
7395,N-2024-0033,본사,2024-01-03,수요일,전남서부지사,2024-01-03,소방서,전라남도 목포시 연산동 1048,가스없음
7396,N-2024-0032,본사,2024-01-03,수요일,인천본부,2024-01-03,사용자,인천광역시 미추홀구 주안동 115-5,LNG
7397,N-2024-0031,본사,2024-01-03,수요일,충북본부,2024-01-03,소방서,충청북도 진천군 문백면 태락리 100,부탄
7398,N-2024-0030,본사,2024-01-03,수요일,전북본부,2024-01-01,인터넷,전라북도 군산시 비응도동 129-1,부탄
7399,N-2024-0029,본사,2024-01-03,수요일,경기서부지사,2024-01-03,사용자,경기도 안산시 상록구 부곡동 737-14 조은빌라,LNG
7400,N-2024-0028,본사,2024-01-03,수요일,대구광역본부,2024-01-03,사용자,경상북도 구미시 임은동 822 구미 임은 삼도뷰엔빌W,LNG
7401,N-2024-0066,본사,2024-01-04,목요일,인천본부,2024-01-04,사용자,인천광역시 계양구 효성동 273-103 삼우빌라,가스없음
7402,N-2024-0065,본사,2024-01-04,목요일,전남서부지사,2024-01-04,소방서,전라남도 목포시 옥암동 1152-1,LNG
7403,N-2024-0064,본사,2024-01-04,목요일,서울남부지사,2024-01-04,소방서,서울특별시 동작구 대방동 20-48 은진빌,LNG
7404,N-2024-0063,본사,2024-01-04,목요일,서울광역본부,2024-01-04,사용자,서울특별시 서초구 반포동 0 원베일리 스퀘어,LNG
7405,N-2024-0062,본사,2024-01-04,목요일,경기동부지사,2024-01-04,사용자,경기도 이천시 마장면 덕평리 323-3 인터빌,가스없음
7406,N-2024-0061,본사,2024-01-04,목요일,광주광역본부,2024-01-04,소방서,광주광역시 남구 봉선동 494 솔뫼 REX-K1,LNG
7407,N-2024-0060,본사,2024-01-04,목요일,서울서부지사,2024-01-04,사용자,서울특별시 용산구 청파동1가 1-65,가스없음
7408,N-2024-0059,본사,2024-01-04,목요일,서울서부지사,2024-01-04,사용자,서울특별시 용산구 원효로1가 112-4 디아뜨센트럴,가스없음
7409,N-2024-0058,본사,2024-01-04,목요일,경기서부지사,2024-01-04,행인,경기도 안산시 단원구 성곡동 719-9 한국에이엔씨(주),LNG
7410,N-2024-0057,본사,2024-01-04,목요일,경기동부지사,2024-01-04,사용자,경기도 이천시 안흥동 474 이천 롯데캐슬 골드스카이,기타
7411,N-2024-0056,본사,2024-01-04,목요일,경기중부지사,2024-01-04,지역주민,경기도 파주시 야당동 982 한빛마을2단지휴먼빌레이크팰리스,가스없음
7412,N-2024-0055,본사,2024-01-04,목요일,경기동부지사,2024-01-04,사용자,경기도 이천시 마장면 덕평리 323-3 인터빌,프로판
7413,N-2024-0053,강원영동지사,2024-01-04,목요일,강원영동지사,2024-01-04,지역주민,강원특별자치도 강릉시 포남동 1144-9,프로판
7414,N-2024-0052,본사,2024-01-04,목요일,대구광역본부,2023-12-30,경찰서,경상북도 구미시 진평동 1055-9,가스없음
7415,N-2024-0051,본사,2024-01-04,목요일,서울광역본부,2024-01-04,사용자,서울특별시 서초구 서초동 1754 래미안서초에스티지에스,LNG
7416,N-2024-0050,본사,2024-01-04,목요일,광주광역본부,2024-01-04,행정관청,광주광역시 광산구 신가동 200-17,프로판+부탄
7417,N-2024-0049,본사,2024-01-04,목요일,강원영동지사,2024-01-04,행정관청,강원특별자치도 평창군 용평면 이목정리 472-2 평창상휴게소,프로판
7418,N-2024-0048,본사,2024-01-04,목요일,서울광역본부,2024-01-04,사용자,서울특별시 송파구 풍납동 280-8,LNG
7419,N-2024-0077,본사,2024-01-05,금요일,서울동부지사,2024-01-05,소방서,서울특별시 성동구 마장동 478-3,LNG
7420,N-2024-0076,본사,2024-01-05,금요일,울산본부,2024-01-05,사용자,울산광역시 북구 중산동 1277-1 오토밸리로 Zoom파크,프로판
7421,N-2024-0075,본사,2024-01-05,금요일,부산북부지사,2024-01-05,사용자,부산광역시 금정구 장전동 40,프로판
7422,N-2024-0074,본사,2024-01-05,금요일,충남본부,2024-01-05,기타,충청남도 당진시 송악읍 부곡리 563-5 부곡산업단지 ,LNG
7423,N-2024-0073,본사,2024-01-05,금요일,대구광역본부,2024-01-05,사용자,대구광역시 북구 국우동 1093-8,LNG
7424,N-2024-0072,본사,2024-01-05,금요일,충북본부,2024-01-05,소방서,충청북도 청주시 상당구 용담동 156-62,기타
7425,N-2024-0071,본사,2024-01-05,금요일,서울광역본부,2024-01-05,사용자,서울특별시 강남구 청담동 127-37 상지리츠빌5차,LNG
7426,N-2024-0070,본사,2024-01-05,금요일,경기광역본부,2024-01-05,소방서,경기도 화성시 우정읍 이화리 33-10,프로판
7427,N-2024-0069,본사,2024-01-05,금요일,서울서부지사,2024-01-05,사용자,서울특별시 마포구 연남동 259-1 대명아파트,LNG
7428,N-2024-0068,본사,2024-01-05,금요일,충북본부,2024-01-05,사용자,충청북도 진천군 이월면 사곡리 144-1 (주)동진,프로판
7429,N-2024-0067,본사,2024-01-05,금요일,대구광역본부,2024-01-05,행정관청,대구광역시 달성군 구지면 예현리 763-19,질소
7430,N-2024-0088,본사,2024-01-06,토요일,경기광역본부,2024-01-06,사용자,경기도 평택시 청북읍 옥길리 1278-5,LNG
7431,N-2024-0087,본사,2024-01-06,토요일,경기광역본부,2024-01-06,사용자,경기도 화성시 비봉면 양노리 285-7 다세대주택,LNG
7432,N-2024-0086,본사,2024-01-06,토요일,서울동부지사,2024-01-06,사용자,서울특별시 중랑구 망우동 435-6,LNG
7433,N-2024-0085,본사,2024-01-06,토요일,경남본부,2024-01-06,사용자,경상남도 창원시 진해구 자은동 184-2,LNG
7434,N-2024-0084,본사,2024-01-06,토요일,경기광역본부,2024-01-06,사용자,경기도 평택시 신장동 229-17,LNG
7435,N-2024-0083,본사,2024-01-06,토요일,인천본부,2024-01-06,사용자,인천광역시 부평구 부평동 134-5,기타
7436,N-2024-0082,본사,2024-01-06,토요일,인천본부,2024-01-06,사용자,인천광역시 강화군 강화읍 갑곳리 438-3 창대빌라,기타
7437,N-2024-0081,본사,2024-01-06,토요일,인천본부,2024-01-06,사용자,인천광역시 남동구 논현동 593-24,기타
7438,N-2024-0080,본사,2024-01-06,토요일,경기북부지사,2024-01-06,소방서,경기도 남양주시 화도읍 창현리 320-5,가스없음
7439,N-2024-0079,본사,2024-01-06,토요일,서울남부지사,2024-01-06,소방서,서울특별시 동작구 상도동 7-101,프로판+부탄
7440,N-2024-0078,본사,2024-01-06,토요일,경남본부,2024-01-06,소방서,경상남도 거제시 거제면 동상리 488-3,프로판
7441,N-2024-0100,본사,2024-01-07,일요일,인천본부,2024-01-07,소방서,"인천광역시 미추홀구 학익동 719 동아,풍림아파트",기타
7442,N-2024-0099,본사,2024-01-07,일요일,서울남부지사,2024-01-07,지역주민,서울특별시 관악구 신림동 98-197,LNG
7443,N-2024-0098,본사,2024-01-07,일요일,서울광역본부,2024-01-07,사용자,서울특별시 강남구 자곡동 602 강남자곡아이파크,LNG
7444,N-2024-0097,본사,2024-01-07,일요일,경기북부지사,2024-01-07,사용자,경기도 의정부시 호원동 419-2 신도아파트,LNG
7445,N-2024-0096,본사,2024-01-07,일요일,서울광역본부,2024-01-07,사용자,서울특별시 송파구 오금동 120-18,LNG
7446,N-2024-0095,본사,2024-01-07,일요일,서울동부지사,2024-01-07,경찰서,서울특별시 성북구 정릉동 266-607,가스없음
7447,N-2024-0094,본사,2024-01-07,일요일,대전광역본부,2024-01-07,사용자,대전광역시 서구 탄방동 610 시티빌1,LNG
7448,N-2024-0093,본사,2024-01-07,일요일,인천본부,2024-01-07,지역주민,인천광역시 계양구 동양동 621-4 현대빌라,LNG
7449,N-2024-0092,본사,2024-01-07,일요일,경기북부지사,2024-01-07,소방서,경기도 남양주시 오남읍 오남리 494-1,프로판
7450,N-2024-0091,본사,2024-01-07,일요일,서울남부지사,2024-01-07,사용자,서울특별시 영등포구 당산동1가 256-76,LNG
7451,N-2024-0090,본사,2024-01-07,일요일,서울광역본부,2024-01-07,사용자,서울특별시 강남구 청담동 123-15,LNG
7452,N-2024-0089,본사,2024-01-07,일요일,부산북부지사,2024-01-07,소방서,부산광역시 해운대구 중동 1270-1,가스없음
7453,N-2024-0108,본사,2024-01-08,월요일,경기동부지사,2024-01-08,사용자,경기도 성남시 수정구 태평동 2946,LNG
7454,N-2024-0107,본사,2024-01-08,월요일,대구광역본부,2024-01-08,소방서,대구광역시 동구 도학동 산124-10,프로판
7455,N-2024-0106,본사,2024-01-08,월요일,서울동부지사,2024-01-08,사용자,서울특별시 강북구 번동 619-33 강북구자원봉사센터,가스없음
7456,N-2024-0105,본사,2024-01-08,월요일,경기서부지사,2024-01-08,사용자,경기도 시흥시 월곶동 478-4,프로판
7457,N-2024-0104,본사,2024-01-08,월요일,서울남부지사,2024-01-08,사용자,서울특별시 관악구 신림동 1427-7,LNG
7458,N-2024-0103,본사,2024-01-08,월요일,광주광역본부,2024-01-08,사용자,광주광역시 북구 문흥동 996-3 라인아파트,LNG
7459,N-2024-0102,본사,2024-01-08,월요일,제주본부,2024-01-08,소방서,제주특별자치도 제주시 애월읍 애월리 2152-1 원불교 애월교당,프로판
7460,N-2024-0101,본사,2024-01-08,월요일,경기서부지사,2024-01-08,소방서,경기도 부천시 원미구 상동 537-11 성원프라자,LNG
7461,N-2024-0125,본사,2024-01-09,화요일,제주본부,2024-01-09,행정관청,제주특별자치도 제주시 일도이동 1022-27,가스없음
7462,N-2024-0124,본사,2024-01-09,화요일,전남동부지사,2024-01-09,소방서,전라남도 순천시 오천동 956-2,LNG
7463,N-2024-0123,본사,2024-01-09,화요일,서울동부지사,2024-01-09,지역주민,서울특별시 성북구 길음동 1281 길음뉴타운,LNG
7464,N-2024-0122,본사,2024-01-09,화요일,대구광역본부,2024-01-09,사용자,대구광역시 수성구 황금동 793-7,LNG
7465,N-2024-0121,본사,2024-01-09,화요일,경기동부지사,2024-01-09,사용자,경기도 하남시 망월동 910 미사강변파밀리에,LNG
7466,N-2024-0120,본사,2024-01-09,화요일,경기광역본부,2024-01-09,사용자,경기도 수원시 영통구 이의동 1268-4,LNG
7467,N-2024-0119,본사,2024-01-09,화요일,대구광역본부,2024-01-09,소방서,대구광역시 북구 노원동1가 186,LNG
7468,N-2024-0118,본사,2024-01-09,화요일,강원광역본부,2024-01-09,사용자,강원특별자치도 홍천군 홍천읍 진리 94-2,LNG
7469,N-2024-0117,본사,2024-01-09,화요일,서울남부지사,2024-01-09,사용자,서울특별시 영등포구 신길동 65-31 여의도M타워,가스없음
